Id,preco
0,1689558.5189414371
1,1683571.014187535
2,1688181.3144100471
3,1684767.2161342793
4,1680697.3784194845
5,1677432.2575674986
6,1686599.3945468855
7,1685046.1615200955
8,1674287.6250324093
9,2030137.5949710466
10,1687916.1488859784
11,1688266.2577216756
12,1688886.6656949823
13,1681328.8470740244
14,1688799.326402891
15,1686360.120897477
16,1678978.7868709513
17,1680493.153529923
18,1683645.8850654426
19,1690029.02251099
20,1687714.9517842203
21,1806539.4788576937
22,1680984.2422818793
23,1677466.3142773255
24,1673993.9493371802
25,1829503.5905945431
26,1685103.4946098253
27,1684640.7420020283
28,1689795.8392214915
29,1689479.8150192883
30,1676747.4985308868
31,1691875.3412843153
32,2022748.4847230916
33,1690114.4243855441
34,1689397.812141293
35,1684631.9262498305
36,1683552.6821753734
37,1690809.469640526
38,1682017.033160271
39,1682130.035538443
40,1690978.553589359
41,1689095.0733516105
42,1879009.192677011
43,1689896.413718243
44,1792842.2243263517
45,1646443.4232058313
46,2038639.6687017153
47,1685586.3131428855
48,1679115.2034772625
49,1682485.0539585433
50,1684179.873338379
51,1675352.7341252782
52,1688472.0826951654
53,1689336.3137073715
54,1688474.746213638
55,1680796.1372088839
56,1787271.8748056889
57,1678138.993056795
58,1689472.51361056
59,1690880.830370646
60,1690686.4357069116
61,1685123.8664002004
62,1688777.8357095602
63,1691318.1708259385
64,1680543.994310078
65,1684553.1632616455
66,1685669.3736018054
67,1688971.9777577277
68,1688011.47029789
69,1683466.8691193957
70,1691030.37234839
71,1999271.1050241997
72,1686238.206850435
73,1688363.7413479825
74,1679423.0044196525
75,1690919.4783070788
76,1681190.3766497364
77,1684834.8801916894
78,1681131.2925577965
79,1682099.6538704666
80,1684803.079675459
81,1682822.6077521336
82,1677351.931677287
83,1690031.371406287
84,1691197.8660063755
85,1684407.661008073
86,1680007.3801982133
87,1686317.3108314273
88,1685103.4946098253
89,1679295.3650035174
90,1687522.2741232116
91,1687983.4141559985
92,1670740.5459898263
93,1671633.2069603326
94,1738960.160446717
95,1690193.3253690812
96,1688790.508978354
97,2030966.0104576736
98,1678481.9176825795
99,1686002.762114413
100,1688188.3196149445
101,1680293.8821139405
102,1689909.2303452652
103,1689133.163296895
104,1681441.4869252741
105,1688351.270668496
106,1688105.1129897726
107,1689761.7514600547
108,1879081.4308981681
109,1685513.4461173462
110,1682057.9094354797
111,1688766.5998854951
112,1685180.4815033486
113,1682600.0634521993
114,1686940.7086223408
115,1681925.0832836782
116,1685675.6570661482
117,1691295.3321755666
118,1688704.8050552057
119,1678750.6788164815
120,1691436.7203850257
121,2003001.9794093983
122,1687389.3351066275
123,1680677.9978769827
124,1675409.0238402677
125,1686640.3476020964
126,1685413.643824878
127,1690031.371406287
128,1655146.0999180167
129,1689538.915169137
130,1690010.621069872
131,1690979.9101387854
132,2023457.3024587412
133,1691604.32259339
134,1689932.510046752
135,1907874.7664061785
136,1685204.83198001
137,1691980.1796936376
138,1708467.7116041218
139,1681038.3307869725
140,1691156.8706671672
141,1844539.750236359
142,1685738.920803204
143,1689959.8016623186
144,1677891.772521173
145,1688209.595210188
146,1681861.64540857
147,1690806.8059545562
148,1687471.834627335
149,1689031.5141822477
150,1687395.4829098643
151,1688748.2865622288
152,1689308.305039683
153,1687212.2053624007
154,1683913.2717916048
155,1689724.070793538
156,1683985.8237061305
157,1683181.6464561773
158,1685650.620491154
159,1690935.7826714853
160,1690141.5506505636
161,1683552.6821753734
162,1690074.2604691922
163,1684261.018444994
164,1672615.4604282745
165,1677564.219299402
166,1686517.729222133
167,1685555.0938367874
168,1683320.4088811465
169,1690296.6259650562
170,1687471.834627335
171,1683164.1613157066
172,1687316.0961508323
173,1686952.9706954956
174,1685019.843805547
175,1691271.9548968102
176,1686971.4215138077
177,1680007.3801982133
178,1689384.2913442745
179,1681665.2561429662
180,1689455.327665977
181,1682107.5771163465
182,1690554.1345825843
183,1687918.0530611263
184,1686665.4632976353
185,1683491.0026240975
186,1688725.4268746818
187,1683885.617964374
188,1690141.2895977283
189,1677943.3228431183
190,1690635.5117160054
191,2032272.4945736276
192,1679474.9042936042
193,1684111.560777664
194,1682040.236645952
195,1687886.1371546215
196,1657349.4651952449
197,1690822.4557277777
198,1672099.1222592734
199,1686596.3406730993
200,1689451.8061238655
201,1683771.6581165246
202,1685987.7403499277
203,1792903.0412505663
204,1686478.6120368426
205,1667642.8924197473
206,1669096.8690038547
207,1679760.1782834833
208,1690133.5748786288
209,1689697.0421488201
210,1688978.4433088023
211,1690853.1589859787
212,1684004.7359562593
213,1684743.635669443
214,1690892.2234089787
215,1828766.36477567
216,1674361.263691692
217,1688768.6250248451
218,1684573.8697860208
219,1680221.8478360106
220,1685123.8664002004
221,1687948.488432051
222,2193161.1525933286
223,1816941.449778014
224,1677583.00162835
225,1687366.8736330762
226,1677187.7696890468
227,1686490.9561877446
228,1692446.6685841146
229,1687420.0228777158
230,1678649.4778770886
231,1686843.0379776142
232,1679156.2083013775
233,1686740.9496786844
234,1686701.7624288888
235,1656892.2403474993
236,1688413.0354571857
237,1789467.6676286776
238,1689510.0801719811
239,1685225.1341575144
240,1688220.939889036
241,1679099.9366071913
242,1684864.7182869285
243,1682866.5770825497
244,1687460.2592358927
245,1679181.7973716352
246,2019513.5391022118
247,1686063.529465479
248,1688596.0974227781
249,1688245.9711983118
250,1690107.3368167626
251,1685536.587531573
252,1684728.6095822884
253,1687705.2801625861
254,1686740.9496786844
255,1687715.1565474581
256,1817854.860264801
257,1689112.7454857896
258,1794088.152361965
259,1688166.7247526872
260,1684056.0108012627
261,1686381.9334810597
262,1683123.674021663
263,1688976.952177301
264,1677224.1345094058
265,1685677.8568088387
266,1677564.219299402
267,1687288.3880896172
268,1681738.3995258755
269,1689932.510046752
270,1684021.405702868
271,1687725.9092766058
272,1686982.62832431
273,1683800.0834861458
274,1684073.6542743067
275,1686415.1459322404
276,1686765.5896793983
277,1689866.3958119152
278,1817854.860264801
279,1688579.9997700357
280,1660654.0744500433
281,1689415.5046525362
282,1680796.1372088839
283,1679449.3756503991
284,1689401.9227040953
285,2037523.3903816966
286,1677267.8916551159
287,1688522.1412746317
288,1684728.6095822884
289,1687872.4545790234
290,1689397.3238719474
291,1689033.6221131722
292,1688389.1436901283
293,1685762.7991726368
294,1691022.2751762588
295,1687658.7618160492
296,1788014.2705153138
297,1688518.3021289508
298,1680967.154378871
299,1688807.0008678308
300,1688882.5881933146
301,1686716.8133588282
302,1682311.4124639316
303,1687607.8374235
304,1676306.914435851
305,1681044.2938783779
306,1686561.666703977
307,1685583.1000183842
308,1683638.3993160208
309,1685844.8020250888
310,1683176.4638313644
311,2031445.547968442
312,1689712.944351528
313,1684694.5649461343
314,1670927.9087830177
315,1688803.3658325642
316,1690348.5576749481
317,1690068.0366701533
318,1681492.047247172
319,1682156.4501471077
320,1673588.9638606946
321,1690452.8169093817
322,1689545.011426462
323,1679893.2975856406
324,1682582.2315247003
325,1686131.0800754367
326,1684553.1632616455
327,1690421.4414456573
328,1688641.5985925344
329,1683249.3745760496
330,1686665.2237283413
331,1682689.444320154
332,1686244.0955933456
333,1688455.198743745
334,1689611.028430984
335,1684204.3161201365
336,1677522.2044304311
337,1685306.301835278
338,1690062.082966144
339,1686133.7216847586
340,1683164.1613157066
341,1690926.1716199135
342,1689269.7769298167
343,1689277.2620959552
344,1689157.7816070553
345,1690568.2239754896
346,2135504.327751694
347,1686463.3505731502
348,1686011.7903546493
349,1689574.9663838707
350,1686451.5570550358
351,1689145.2664848177
352,1685063.476848404
353,1690104.246678084
354,1680007.3801982133
355,1686474.9903201095
356,1687541.6946489492
357,1689124.5285920126
358,1680775.4428942064
359,1691010.8959636232
360,1676138.6593973797
361,1688630.6822386936
362,1677995.9047482319
363,1682636.7712777334
364,1680269.1947826247
365,1687852.9099680101
366,1690244.7710823517
367,1662106.995875942
368,1690421.4414456573
369,1690537.805232624
370,1878610.7323328427
371,1684613.3618141247
372,1686893.0530231846
373,1690068.7859563148
374,1689101.8410616217
375,1690351.1563132214
376,1687695.1123179037
377,1686051.485460493
378,2035355.5523838354
379,1687392.381306493
380,1687666.2743785416
381,1674287.6250324093
382,1686172.0507525166
383,1688721.9025830843
384,1689898.4611571587
385,1688363.4903204353
386,1688982.7997297775
387,1689606.0191476422
388,1673684.296968321
389,1688308.517460164
390,1689292.9325812564
391,1682311.4124639316
392,1691018.6991081715
393,1687698.2574937157
394,1670927.9087830177
395,1678649.4778770886
396,1682485.0539585433
397,1685583.1000183842
398,1687126.9516646203
399,1686427.2000916605
400,1686728.21718052
401,1684184.3728824507
402,1686662.3246427728
403,1681730.9427608529
404,1689262.9151288655
405,1690400.4821738247
406,1673684.296968321
407,1686028.5131916467
408,1688383.2469369827
409,1684664.1701698066
410,1688000.6319887466
411,1668857.0758819415
412,1675325.8890828781
413,1686309.573058097
414,1688618.82705618
415,1688049.7386172807
416,1686609.0080202501
417,1684465.865223488
418,1679293.5991944473
419,1675381.5476391527
420,1688050.3230068972
421,1680919.5356532976
422,1817341.0052161019
423,1676201.417600577
424,1676747.4985308868
425,1688293.9985643507
426,1689346.5581967998
427,1688934.8718487856
428,1690969.4899320197
429,1676707.9967736832
430,1684893.5530789078
431,1673337.3465665074
432,1688597.8498213433
433,1681688.2706888502
434,1689124.8873075861
435,1688090.7651781123
436,1690148.877710886
437,1689504.466190323
438,1673782.0421240747
439,1677732.9945118793
440,1687267.908154935
441,1685491.6490989423
442,1676747.4985308868
443,1683338.828689255
444,1689490.9533149211
445,1688535.6735845855
446,1654719.6161101006
447,1677466.3142773255
448,1688184.6799349058
449,1677788.7430405724
450,1659182.9312381032
451,1689574.9663838707
452,1688441.160269159
453,1683286.1514268361
454,1681517.1186414647
455,1685928.5383229905
456,1689673.1203512216
457,1676183.823321955
458,1685103.5012597237
