Id,preco
0,31398736.820772186
1,14561342.361424906
2,19942784.898750782
3,15745940.522168236
4,11651872.538572822
5,10772898.006159306
6,18725226.21809785
7,16717827.325090155
8,9176697.176368022
9,43653328.09374665
10,22349461.83146388
11,25469622.13299533
12,25859609.351002667
13,12436548.517753053
14,22125465.91585899
15,18169410.543769445
16,10945264.69656324
17,12061327.342994615
18,14371377.562043995
19,37506411.32969894
20,21352565.013233166
21,7491770.301548517
22,12382885.0739392
23,10454814.119583521
24,9511942.891486915
25,9972953.511748405
26,15748138.935225205
27,15115644.348581018
28,34768856.05591038
29,31095012.947088096
30,9980591.503729483
31,37205381.25205652
32,27293919.79841334
33,37498745.082259454
34,29469191.2205195
35,15651499.9479627
36,13651825.63970071
37,50410297.774913274
38,12529689.993993228
39,12059614.441237146
40,55182052.43990105
41,35251463.498341784
42,11193942.068828613
43,34765504.36923048
44,41263099.42450264
45,5741169.542717455
46,109097953.472701
47,16552033.262586668
48,11378107.969442915
49,13256546.378982928
50,14461908.011446863
51,9498254.907312606
52,25363486.51659718
53,30288003.80541381
54,24322069.112349164
55,11647526.260889692
56,19052845.584881876
57,10071121.953132352
58,31314502.95212898
59,52296752.42609672
60,47154866.42247169
61,15435970.616155293
62,26296648.067480676
63,66790170.04342485
64,11486747.3954174
65,15184661.301280132
66,16559417.231758136
67,26916591.284196973
68,22632444.216625176
69,13825983.548375398
70,54212506.33034831
71,8397499.692881584
72,18078680.879781403
73,23782822.538003396
74,10843631.93352823
75,52390320.56698793
76,12473003.486532826
77,16241577.845274225
78,10497141.299535803
79,12362458.737632597
80,14953634.019738415
81,12861503.325895406
82,10349034.293450555
83,35553772.2618612
84,62355572.53478174
85,15171168.794249026
86,11165189.664472815
87,18214262.474207398
88,15748138.935225205
89,10988833.34274116
90,21821827.355108127
91,22967302.674258865
92,8451745.473477785
93,8678783.12369178
94,4772317.850418664
95,32677447.179842774
96,26002304.596198484
97,47944947.94225067
98,10381954.676676791
99,17357713.96619586
100,23628308.786070753
101,11648757.72426
102,35071696.10951886
103,28669594.275445905
104,11900067.039135164
105,24575091.328981794
106,22641833.628499847
107,34114081.956424706
108,11736656.231053082
109,16079086.078044463
110,12818210.888659738
111,22692072.247335132
112,16076539.30896549
113,13586117.812765542
114,20255101.182546005
115,13026243.71835507
116,16712812.128058963
117,66739493.63701771
118,25664038.87340797
119,11096654.15016086
120,74110320.36418182
121,8960696.985450922
122,20397425.307232585
123,11837491.060270604
124,9425808.078186214
125,18402437.023782954
126,15732211.697501948
127,35553772.2618612
128,6751100.661310345
129,31155922.49971365
130,32152328.074898105
131,52773222.81342676
132,28454708.702538256
133,85114652.1410345
134,34774893.78110515
135,17434522.35364727
136,17171995.059356272
137,130604161.72641495
138,27971877.834394224
139,11808305.126361985
140,61615574.90310336
141,14468665.480711747
142,18168725.81788477
143,36396458.41113897
144,10741386.364209045
145,19170947.388225537
146,12953553.706701979
147,50415676.30138154
148,21372527.594969325
149,26735950.507490523
150,21445647.642824873
151,20718167.57016996
152,30274511.298382703
153,19793046.619462576
154,14140350.280502278
155,33423202.745954625
156,14141625.71181411
157,13576872.646557204
158,16723433.003303945
159,52872657.16340481
160,38107394.27439286
161,13651825.63970071
162,37739021.29917236
163,14618661.631908137
164,9292178.16190144
165,10302149.234674068
166,18096764.500057876
167,16445876.378453044
168,14060440.70634439
169,40247871.00250794
170,21372527.594969325
171,13899661.840872098
172,20259336.580324076
173,19206331.351144414
174,15275191.750683
175,66126772.548202224
176,18783140.857164823
177,11165189.664472815
178,30153392.18877471
179,12922169.35973639
180,31472410.185815144
181,12812832.362191476
182,44639405.033248216
183,22980316.249692254
184,18769227.324191537
185,13898430.37750179
186,20788797.924693774
187,14150971.15574726
188,38019657.02445963
189,10462928.100146363
190,46496253.01084821
191,46978846.93625811
192,11509780.823524859
193,14634224.15341999
194,12616545.731406579
195,21040589.664517015
196,6633421.262719957
197,51250409.051964104
198,8856370.908793746
199,18642158.513726473
200,31031681.995303553
201,14459709.598389896
202,17366548.465193115
203,42549903.93662075
204,18394833.988156006
205,7978698.011210768
206,8130187.742533199
207,11316579.118070435
208,38549551.89838214
209,32202431.933548477
210,27714509.70907199
211,50933921.36586262
212,14194972.261840947
213,15159645.454674704
214,52293228.36876747
215,10362526.800481658
216,9104250.347241629
217,26971275.171320107
218,14632076.288793828
