Id,preco
0,1498132.9581985394
1,183261.771019825
2,601742.447807548
3,261199.9082153408
4,474720.2794254881
5,76276.60324311774
6,807572.6426291266
7,366178.94310457626
8,363731.4831124113
9,1217800.317317525
10,625199.3872286448
11,599066.3250553666
12,1219772.558155967
13,400585.69955500023
14,856948.8497214428
15,601178.0122473799
16,380241.1025356292
17,371577.0845741565
18,460021.3432208111
19,775927.934168036
20,900609.998114908
21,402179.4399692177
22,374578.8335601961
23,353345.33590558945
24,51191.39023043853
25,299049.32737386896
26,544493.3936022212
27,562224.0983400422
28,721642.5419846629
29,794722.2887694944
30,371235.8555775103
31,1690192.8208886608
32,1801898.7257684064
33,1520994.6876834305
34,1465121.102445051
35,453917.0834035744
36,463638.2689908425
37,1805628.893877048
38,505210.5986673038
39,529143.4196753768
40,1661145.3320421502
41,813998.4003191808
42,381076.68123645964
43,1495479.8213020936
44,1020832.9974104873
45,55475.612160162564
46,3474799.848288594
47,551997.7660673201
48,310269.4474727558
49,473249.42447957257
50,532486.3976580626
51,366733.2320984509
52,629512.8244905354
53,770738.3164282816
54,1133799.6332815369
55,453676.61625208566
56,736327.2220073348
57,443700.91001476184
58,968338.6661191488
59,1684400.6916042408
60,1630217.2966772304
61,560661.7840287929
62,1307810.5991706373
63,1956753.2192071308
64,452175.7417590658
65,486695.85509852145
66,566886.0180903464
67,1105077.2114086994
68,887291.4434960788
69,262359.5537117145
70,1475442.1549929539
71,263111.96430057846
72,513711.59597287816
73,591266.7712386156
74,446172.24378698657
75,1750710.3348911158
76,140881.1615091943
77,410599.8213926716
78,144628.97092836408
79,455205.57679477625
80,556159.1605497334
81,532365.9047508907
82,413234.1758207948
83,1749118.9850968984
84,1849919.9646087205
85,453696.34731410025
86,449173.9927730262
87,903053.8576026469
88,544493.3936022212
89,367159.22266527393
90,704232.1812851963
91,1035190.4821803899
92,126228.54028507211
93,278714.9640186194
94,-31799.516719966283
95,776391.9798788705
96,1361137.6836543838
97,1648031.8542981609
98,392149.67117476923
99,536632.8974310461
100,622318.1311497771
101,458240.6795493745
102,1432908.8321036268
103,731995.3687881833
104,532206.6084796458
105,1050199.227110588
106,906461.5829086903
107,1188071.5821817387
108,457575.3837571852
109,566665.2820008721
110,620183.2096760869
111,1061518.2328557535
112,380828.5998850558
113,591566.5650564274
114,896519.7031047724
115,387796.62633386796
116,553498.64056034
117,2029682.2721093008
118,1285478.230191289
119,362571.83761603764
120,1540607.953596475
121,322894.45365361986
122,443121.4642015244
123,176917.04405109957
124,154403.9266558024
125,800006.8303457979
126,472279.0127752187
127,1749118.9850968984
128,429786.8219455994
129,1250131.277013009
130,1220424.7813911582
131,2104437.585008413
132,741228.1698578541
133,1352917.5400316222
134,1514649.9607147048
135,519249.63635483244
136,405306.7245833952
137,2195072.815242133
138,923835.4138347358
139,455177.49074510543
140,1746125.861636402
141,478526.18684123305
142,145316.8299220291
143,1193612.5878020488
144,745569.1309651007
145,575207.1990466426
146,168253.02608962683
147,1816235.258510489
148,587758.6957833935
149,1439606.2360637146
150,526059.8209136828
151,758010.4952733088
152,737738.8086438603
153,1035446.3140071962
154,529484.648672023
155,655993.6902568168
156,526261.6449336541
157,471687.1101683234
158,577232.8432702401
159,1755212.9583701757
160,1427489.7571521979
161,463638.2689908425
162,1007390.1673279541
163,545163.6383141474
164,448767.7751410421
165,374237.6045635499
166,373847.3449674812
167,725667.5029597743
168,480753.7969446718
169,1123351.8176724901
170,587758.6957833935
171,479252.9224516519
172,605688.0188193872
173,807511.202810897
174,559160.909535773
175,1807320.4868535683
176,870440.5950762149
177,449173.9927730262
178,1621082.7710538409
179,163219.9873967525
180,960574.2355376476
181,609576.8450426459
182,1986163.5556688178
183,602767.4407135916
184,959009.0513047002
185,474688.85915436305
186,585322.1684007716
187,553218.8513819233
188,1266407.0038810954
189,375738.47905656975
190,1586932.4035311444
191,1108185.0546244532
192,163591.10633932267
193,290907.58935021603
194,483725.52638360695
195,1195789.9865387748
196,61457.04453008837
197,1428475.2835659645
198,365293.7974236606
199,571509.1344765777
200,1563665.2649108605
201,249192.91227118234
202,583236.3412423194
203,1302210.1426527598
204,757967.4498318135
205,233818.30465845892
206,123226.79129903251
207,431504.7278534346
208,1035878.0183050403
209,1490635.968826388
210,757161.623079926
211,1718032.3250413262
212,704655.260057497
213,713660.5070156158
214,1098234.4097522972
215,446233.683605216
216,151402.17766976275
217,644521.5694207336
218,553157.4115636938
219,302113.7791229446
220,560661.7840287929
221,900458.084936611
222,3184363.3979066224
223,333833.9674963319
224,371456.59166698455
225,518295.3903321815
226,369955.7171739648
227,507163.62928841705
228,5543329.7034509815
229,536461.2397954725
230,378740.22804260935
231,884855.9157130128
232,428502.97886739497
233,590679.2738891891
234,556399.6277012222
235,242287.71668133547
236,897537.5068308153
237,1807049.7431570063
238,1474126.34940317
239,562162.6585218126
240,1107125.1214038264
241,151743.40666640893
242,578703.6982161558
243,535146.917647456
244,1111750.5143511584
245,402785.64020205144
246,644003.9706166716
247,734672.7499178932
248,512018.92028480617
249,1282295.7327893004
250,1544728.8903933307
251,423886.9557403757
252,535266.891891773
253,576283.2866729334
254,590679.2738891891
255,598303.620598605
256,356227.1106473122
257,924712.5439764169
258,1664005.0553761525
259,997936.2111833821
260,491790.33360962523
261,544137.2698961451
262,225078.158537708
263,1438912.0499251569
264,333699.0985425852
265,466771.07987727935
266,374237.6045635499
267,794084.5032539627
268,130646.75699666771
269,1514649.9607147048
270,467463.01292287407
271,839626.6279877656
272,879507.2818525631
273,544152.1646055749
274,547153.9135916146
275,463340.1197121085
276,297220.8960478164
277,1296317.1572999773
278,356227.1106473122
279,927473.8258109676
280,64458.79351612803
281,943278.6437860347
282,453676.61625208566
283,453738.05607031507
284,1254292.6714954223
285,2308617.8219652926
286,561133.2145051056
287,933538.7636012763
288,535266.891891773
289,878064.9417856307
290,733395.4814360457
291,686887.1546207541
292,918468.5788528487
293,554999.5150533598
294,1747949.053056565
295,488773.51312077616
296,506647.9110886839
297,924472.076824928
298,363282.2387788404
299,649554.608113608
300,1091904.54952065
301,723995.558210125
302,464182.7377032243
303,525799.7627972807
304,369734.9810844905
305,397308.97941822687
306,169060.75216709636
307,501704.60002871964
308,476189.7336473828
309,519616.66663993883
310,243189.41429910308
311,2094415.2107253592
312,1492136.8433194077
313,475560.5033648241
314,473043.3767311472
315,1346470.1677208315
316,1357853.0115137897
317,1108001.8437456456
318,465745.0520144736
319,675011.168652853
320,341338.339961431
321,1650151.7438587886
322,974342.1640912279
323,428281.72411506576
324,166492.09348020493
325,733133.0720608004
326,486695.85509852145
327,1580688.4384075766
328,949979.560113317
329,408757.7179030056
330,809073.5171221462
331,167501.3561234827
332,577132.6000879379
333,986209.0044176403
334,1492198.2831376372
335,548654.7880846343
336,531738.9510294324
337,610424.5348535784
338,1243024.4976855083
339,477931.07529189147
340,479252.9224516519
341,1087159.9906341517
342,1336288.4111739406
343,1456115.8554869322
344,328400.9431991087
345,829659.5472759854
346,643360.6342946388
347,804570.8936430868
348,559502.1385324192
349,1415169.165403097
350,502045.82902536576
351,1252228.5626123562
352,526382.137840826
353,1112504.467224705
354,449173.9927730262
355,584675.7759171099
356,530562.4443927422
357,1406689.3567281258
358,429743.7952440127
359,990522.4585119501
360,497157.61180176644
361,1199779.1262369063
362,129129.52742595441
363,474840.77233266004
364,821698.6940990087
365,834526.9436852536
366,1050886.7632352384
367,65959.6680091478
368,1580688.4384075766
369,1665160.4887889866
370,299061.91112870746
371,781402.9121361601
372,806010.3283178773
373,1594619.3876170558
374,935059.3691563107
375,1792644.3453944726
376,472863.9178658001
377,792114.2880646476
378,1276050.170168363
379,720277.8705949362
380,572277.1214717759
381,363731.4831124113
382,562469.0373787838
383,576781.1438559421
384,766430.3230452697
385,543969.5529847632
386,1397684.109770007
387,1553626.800909935
388,519731.95508527383
389,1126295.2608164377
390,614611.4160018517
391,464182.7377032243
392,658401.2336517761
393,528801.5117833202
394,473043.3767311472
395,378740.22804260935
396,473249.42447957257
397,501704.60002871964
398,709042.7456448242
399,563783.5072591493
400,578127.8092326488
401,482193.231619462
402,573010.0089695975
403,443511.72379759315
404,778212.6693462763
405,1303928.8662065906
406,519731.95508527383
407,575670.528958991
408,1338845.3023485607
409,501606.1727237011
410,528960.808054565
411,335556.096741681
412,96810.38647965764
413,499044.0800393261
414,552137.3923074178
415,935765.1555685144
416,716601.0301134451
417,316895.28511297243
418,381741.977028649
419,298770.8011402588
420,402705.18933150376
421,387215.05978691333
422,142396.9307116439
423,290721.9599627779
424,371235.8555775103
425,617776.1856437897
426,776291.7356428414
427,1102946.8628290151
428,2469235.198224069
429,528737.2020433927
430,475030.0881510092
431,344561.3436997999
432,877192.5271272184
433,110543.91529454768
434,1445609.7340357937
435,483612.2563368274
436,1502628.0700611165
437,1843610.49837904
438,733254.4354523543
439,145739.90869432967
440,777478.818241071
441,484035.33510912803
442,371235.8555775103
443,473187.98466134316
444,969839.5406121685
445,809716.4745688838
446,-26095.45108036521
447,353345.33590558945
448,918530.0186710781
449,503161.10977384576
450,241007.57827778987
451,1415169.165403097
452,905301.9374123166
453,630689.3311272255
454,442010.84930457326
455,721064.6362984126
456,767756.2985042566
457,312141.44090834574
458,478031.83713704883
459,366733.2320984509
460,64458.79351612803
461,586176.6504101297
462,487037.0840951677
463,564762.2575183845
464,552751.1939317096
465,554719.725874943
466,1205152.627082496
467,1510147.3372356454
468,1155516.5147607615
469,2220299.9765799087
470,1614055.6037109015
471,563663.5330148325
472,375240.2990045465
473,36283.40714539774
474,441789.59455224406
475,1522154.333179804
476,909524.7717129593
477,465683.6121962442
478,377050.16733242077
479,701977.878927787
480,555918.0145028342
481,1318950.248939591
482,344377.2356139893
483,468685.3611822837
484,507008.1854952442
485,596061.0226016468
486,1212375.5221323823
487,568225.4293883779
488,1592504.715868235
489,448014.3472766526
490,885449.340006413
491,516138.92742214
492,476600.13990485016
493,502045.82902536576
494,588018.7538997956
495,1174121.4923187615
