Id,preco
0,1433086.4197530863
1,297080.2469135803
2,589074.074074074
3,300481.48148148146
4,358148.14814814815
5,170592.59259259258
6,716494.708994709
7,339488.51851851854
8,333874.5128747795
9,1163703.7037037036
10,577290.1234567901
11,513148.14814814815
12,1018425.925925926
13,326681.037037037
14,899925.925925926
15,750617.2839506172
16,353512.7759072203
17,349832.0987654321
18,459335.97883597884
19,927592.5925925926
20,1003222.2222222222
21,296937.962962963
22,265524.6913580247
23,350417.4320987654
24,256020.8148148148
25,335515.1457077781
26,492740.74074074073
27,549964.6737213404
28,781481.4814814815
29,897720.7407407408
30,314889.5895967904
31,1841296.2962962964
32,1845074.0740740742
33,2679555.5555555555
34,1186248.1104286662
35,272407.4074074074
36,482370.3703703704
37,2364444.4444444445
38,429897.3703703703
39,482999.3732216343
40,1755555.5555555555
41,965740.3703703703
42,366750.0
43,1352654.3209876542
44,1165925.9259259258
45,237388.88888888888
46,2249259.2592592593
47,488827.1604938272
48,324444.44444444444
49,440679.01234567905
50,313716.049382716
51,358085.2444663848
52,780370.3703703703
53,923037.0370370371
54,897047.774074074
55,429180.8934469065
56,630308.6419753088
57,379494.7761814751
58,838703.7037037037
59,1741358.024691358
60,2892722.222222222
61,584800.9768371546
62,1383797.6345679013
63,3610858.024691358
64,362254.49691358017
65,403888.8888888889
66,578512.3456790122
67,1078074.0740740742
68,794074.074074074
69,360783.95061728393
70,1642714.888888889
71,251292.59259259258
72,541854.938271605
73,548888.8888888889
74,349712.7212260747
75,3112222.222222222
76,339637.037037037
77,348518.51851851854
78,231111.11111111112
79,471196.18518518517
80,554564.5426650329
81,409629.6296296296
82,348146.85185185185
83,1612037.037037037
84,2033333.3333333333
85,298750.0
86,384334.6332679666
87,602037.0370370371
88,492740.74074074073
89,374166.6666666667
90,449481.48148148146
91,850308.6419753087
92,221027.77777777778
93,301951.23456790124
94,211296.2962962963
95,924259.2592592592
96,1059219.4074074074
97,1741851.851851852
98,313738.5102880658
99,544228.3950617284
100,515925.9259259259
101,392132.44166666665
102,1308518.5185185184
103,574567.901234568
104,413461.60082304524
105,934000.0
106,880499.3827160494
107,898888.8888888889
108,362282.2962962963
109,627472.7499866389
110,415595.6790123457
111,857148.1481481482
112,386267.7283950618
113,378651.23456790124
114,823664.5925925926
115,323000.0
116,598623.6331569665
117,3214629.6296296297
118,977562.9629629629
119,409629.6296296296
120,2125740.7407407407
121,324501.2345679012
122,610851.8518518518
123,392851.85185185185
124,298327.31591710757
125,626913.5802469135
126,291047.32510288066
127,1612037.037037037
128,306869.44444444444
129,1355185.1851851852
